,poor
4764,True
4765,True
4766,True
4767,True
4768,True
4769,True
4770,True
4771,True
4772,True
4773,False
4774,False
4775,False
4776,False
4777,False
4778,False
4779,False
4780,False
4781,False
4782,False
4783,False
4784,False
4785,False
4786,False
4787,False
4788,False
4789,False
4790,False
4791,False
4792,False
4793,False
4794,False
4795,False
4796,False
4797,False
4798,False
4799,False
4800,False
4801,False
4802,False
4803,False
4804,False
4805,False
4806,False
4807,False
4808,False
4809,False
4810,False
4811,False
4812,False
4813,False
4814,False
4815,False
4816,False
4817,False
4818,False
4819,False
4820,True
4821,True
4822,True
4823,True
4824,True
4825,True
4826,False
4827,False
4828,False
4829,False
4830,False
4831,False
4832,False
4833,False
4834,False
4835,False
4836,False
4837,False
4838,False
4839,False
4840,False
4841,False
4842,False
4843,False
4844,False
4845,False
4846,False
4847,False
4848,False
4849,False
4850,False
4851,False
4852,False
4853,True
4854,True
4855,False
4856,False
4857,False
4858,False
4859,False
4860,True
4861,True
4862,True
4863,True
4864,True
4865,True
4866,True
4867,False
4868,False
4869,False
4870,False
4871,False
4872,False
4873,False
4874,False
4875,False
4876,False
4877,False
4878,False
4879,False
4880,False
4881,False
4882,False
4883,False
4884,False
4885,False
4886,False
4887,False
4888,False
4889,False
4890,False
4891,False
4892,False
4893,False
4894,False
4895,False
4896,False
4897,False
4898,False
4899,False
4900,False
4901,False
4902,False
4903,False
4904,False
4905,False
4906,False
4907,False
4908,False
4909,False
4910,False
4911,True
4912,True
4913,True
4914,True
4915,True
4916,False
4917,False
4918,False
4919,False
4920,False
4921,False
4922,False
4923,False
4924,False
4925,False
4926,False
4927,False
4928,False
4929,False
4930,False
4931,False
4932,False
4933,False
4934,False
4935,False
4936,False
4937,False
4938,False
4939,False
4940,False
4941,False
4942,False
4943,True
4944,True
4945,True
4946,True
4947,True
4948,True
4949,True
4950,True
4951,True
4952,True
4953,True
4954,True
4955,True
4956,False
4957,False
4958,False
4959,False
4960,False
4961,False
4962,False
4963,False
4964,False
4965,False
4966,False
4967,False
4968,False
4969,False
4970,False
4971,False
4972,True
4973,True
4974,True
4975,True
4976,True
4977,True
4978,True
4979,True
4980,True
4981,True
4982,True
4983,True
4984,False
4985,False
4986,False
4987,False
4988,False
4989,False
4990,False
4991,False
4992,False
4993,False
4994,False
4995,False
4996,False
4997,False
4998,False
4999,False
5000,False
5001,False
5002,False
5003,False
5004,False
5005,False
5006,False
5007,False
5008,False
5009,False
5010,False
5011,False
5012,False
5013,False
5014,False
5015,False
5016,False
5017,False
5018,False
5019,False
5020,False
5021,False
5022,False
5023,False
5024,False
5025,True
5026,True
5027,True
5028,True
5029,True
5030,True
5031,True
5032,True
5033,True
5034,True
5035,True
5036,True
5037,True
5038,True
5039,True
5040,True
5041,True
5042,True
5043,True
5044,True
5045,True
5046,False
5047,False
5048,False
5049,False
5050,False
5051,False
5052,False
5053,False
5054,False
5055,False
5056,False
5057,False
5058,False
5059,False
5060,False
5061,False
5062,False
5063,False
5064,False
5065,False
5066,False
5067,False
5068,False
5069,False
5070,True
5071,True
5072,True
5073,True
5074,True
5075,True
5076,True
5077,True
5078,True
5079,True
5080,False
5081,False
5082,False
5083,False
5084,False
5085,False
5086,False
5087,False
5088,False
5089,False
5090,False
5091,False
5092,False
5093,False
5094,False
5095,False
5096,False
5097,False
5098,False
5099,False
5100,False
5101,False
5102,False
5103,False
5104,False
5105,False
5106,False
5107,False
5108,False
5109,True
5110,True
5111,False
5112,False
5113,False
5114,False
5115,False
5116,False
5117,False
5118,False
5119,False
5120,False
5121,False
5122,False
5123,False
5124,False
5125,False
5126,False
5127,False
5128,True
5129,True
5130,True
5131,True
5132,True
5133,True
5134,False
5135,False
5136,False
5137,False
5138,False
5139,False
5140,False
5141,False
5142,False
5143,False
5144,False
5145,False
5146,False
5147,False
5148,False
5149,False
5150,False
5151,False
5152,False
5153,False
5154,False
5155,False
5156,False
5157,False
5158,False
5159,False
5160,False
5161,False
5162,False
5163,False
5164,False
5165,False
5166,False
5167,False
5168,False
5169,False
5170,False
5171,False
5172,False
5173,False
5174,False
5175,False
5176,False
5177,False
5178,False
5179,False
5180,False
5181,False
5182,False
5183,False
5184,False
5185,False
5186,False
5187,False
5188,False
5189,False
5190,False
5191,False
5192,False
5193,False
5194,False
5195,True
5196,True
5197,True
5198,True
5199,True
5200,True
5201,True
5202,True
5203,True
5204,False
5205,False
5206,False
5207,False
5208,False
5209,False
5210,False
5211,False
5212,False
5213,False
5214,False
5215,False
5216,False
5217,False
5218,False
5219,True
5220,True
5221,True
5222,True
5223,True
5224,True
5225,False
5226,False
5227,False
5228,False
5229,False
5230,False
5231,False
5232,False
5233,False
5234,False
5235,False
5236,False
5237,False
5238,False
5239,False
5240,False
5241,False
5242,False
5243,False
5244,False
5245,False
5246,False
5247,False
5248,False
5249,False
5250,False
5251,False
5252,False
5253,False
5254,False
5255,False
5256,False
5257,False
5258,False
5259,False
5260,False
5261,False
5262,False
5263,False
5264,False
5265,False
5266,False
5267,False
5268,False
5269,False
5270,False
5271,False
5272,False
5273,False
5274,False
5275,False
5276,False
5277,False
5278,False
5279,False
5280,False
5281,False
5282,False
5283,False
5284,False
5285,False
5286,False
5287,False
5288,False
5289,False
5290,False
5291,False
5292,False
5293,False
5294,False
5295,False
5296,False
5297,False
5298,False
5299,False
5300,False
5301,False
5302,False
5303,False
5304,False
5305,False
5306,False
5307,False
5308,False
5309,False
5310,False
5311,False
5312,False
5313,False
5314,False
5315,False
5316,False
5317,False
5318,False
5319,False
5320,False
5321,False
5322,False
5323,False
5324,False
5325,False
5326,False
5327,False
5328,False
5329,True
5330,True
5331,True
5332,True
5333,True
5334,False
5335,False
5336,False
5337,False
5338,False
5339,False
5340,False
5341,False
5342,False
5343,False
5344,False
5345,False
5346,False
5347,False
5348,False
5349,False
5350,False
5351,False
5352,False
5353,False
5354,False
5355,False
5356,False
5357,False
5358,False
5359,False
5360,False
5361,False
5362,False
5363,False
5364,False
5365,False
5366,False
5367,False
5368,False
5369,False
5370,False
5371,False
5372,False
5373,False
5374,False
5375,False
5376,False
5377,False
5378,False
5379,False
5380,True
5381,True
5382,True
5383,True
5384,False
5385,False
5386,False
5387,True
5388,True
5389,True
5390,True
5391,False
5392,False
5393,False
5394,False
5395,False
5396,False
5397,False
5398,False
5399,False
5400,False
5401,False
5402,False
5403,False
5404,True
5405,True
5406,True
5407,True
5408,True
5409,False
5410,False
5411,False
5412,False
5413,False
5414,True
5415,True
5416,True
5417,True
5418,True
5419,True
5420,True
5421,False
5422,False
5423,False
5424,False
5425,False
5426,False
5427,False
5428,False
5429,False
5430,False
5431,False
5432,False
5433,False
5434,False
5435,False
5436,False
5437,False
5438,False
5439,False
5440,False
5441,False
5442,False
5443,False
5444,False
5445,False
5446,False
5447,False
5448,False
5449,False
5450,False
5451,False
5452,False
5453,False
5454,False
5455,True
5456,True
5457,True
5458,True
5459,True
5460,True
5461,True
5462,False
5463,False
5464,False
5465,False
5466,False
5467,False
5468,False
5469,False
5470,False
5471,False
5472,False
5473,False
5474,False
5475,False
5476,False
5477,False
5478,False
5479,False
5480,False
5481,False
5482,False
5483,False
5484,False
5485,False
5486,False
5487,False
5488,True
5489,True
5490,True
5491,True
5492,True
5493,True
5494,False
5495,False
5496,False
5497,True
5498,True
5499,True
5500,True
5501,True
5502,True
5503,True
5504,False
5505,False
5506,False
5507,False
5508,False
5509,False
5510,False
5511,False
5512,False
5513,False
5514,False
5515,False
5516,False
5517,False
5518,False
5519,False
5520,False
5521,False
5522,False
5523,True
5524,True
5525,False
5526,False
5527,False
5528,False
5529,False
5530,False
5531,False
5532,False
5533,False
5534,False
5535,False
5536,False
5537,False
5538,False
5539,True
5540,True
5541,True
5542,True
5543,True
5544,True
5545,True
5546,False
5547,False
5548,False
5549,False
5550,False
5551,True
5552,True
5553,True
5554,True
5555,True
5556,True
5557,True
5558,True
5559,True
5560,True
5561,True
5562,True
5563,True
5564,True
5565,True
5566,True
5567,True
5568,True
5569,False
5570,False
5571,False
5572,False
5573,False
5574,False
5575,False
5576,False
5577,False
5578,False
5579,True
5580,True
5581,True
5582,True
5583,True
5584,True
5585,True
5586,True
5587,False
5588,False
5589,False
5590,False
5591,False
5592,False
5593,False
5594,False
5595,False
5596,True
5597,True
5598,True
5599,True
5600,True
5601,True
5602,True
5603,True
5604,False
5605,False
5606,False
5607,False
5608,False
5609,False
5610,False
5611,False
5612,False
5613,False
5614,True
5615,True
5616,True
5617,True
5618,True
5619,True
5620,True
5621,True
5622,True
5623,True
5624,True
5625,False
5626,False
5627,False
5628,False
5629,False
5630,False
5631,False
5632,False
5633,False
5634,False
5635,False
5636,False
5637,True
5638,True
5639,True
5640,True
5641,True
5642,True
5643,False
5644,False
5645,False
5646,False
5647,False
5648,False
5649,False
5650,False
5651,False
5652,False
5653,False
5654,False
5655,False
5656,False
5657,False
5658,False
5659,False
5660,False
5661,False
5662,False
5663,False
5664,False
5665,False
5666,False
5667,False
5668,True
5669,True
5670,True
5671,True
5672,True
5673,True
5674,True
5675,True
5676,False
5677,True
5678,True
5679,True
5680,True
5681,False
5682,False
5683,False
5684,False
5685,False
5686,False
5687,False
5688,False
5689,False
5690,False
5691,False
5692,False
5693,True
5694,True
5695,True
5696,True
5697,True
5698,True
5699,False
5700,False
5701,False
5702,False
5703,False
5704,False
5705,False
5706,False
5707,False
5708,False
5709,False
5710,False
5711,False
5712,False
5713,False
5714,False
5715,False
5716,False
5717,False
5718,False
5719,False
5720,False
5721,False
5722,False
5723,False
5724,False
5725,False
5726,False
5727,False
5728,False
5729,False
5730,False
5731,False
5732,False
5733,False
5734,False
5735,True
5736,True
5737,True
5738,False
5739,False
5740,False
5741,False
5742,False
5743,False
5744,False
5745,True
5746,True
5747,True
5748,True
5749,True
5750,True
5751,True
5752,False
5753,False
5754,False
5755,True
5756,True
5757,True
5758,True
5759,True
5760,True
5761,True
5762,True
5763,True
5764,False
5765,False
5766,False
5767,False
5768,False
5769,False
5770,False
5771,True
5772,True
5773,True
5774,True
5775,True
5776,True
5777,False
5778,False
5779,False
5780,False
5781,False
5782,False
5783,False
5784,False
5785,False
5786,False
5787,False
5788,False
5789,False
5790,False
5791,False
5792,False
5793,False
5794,False
5795,False
5796,False
5797,False
5798,False
5799,False
5800,False
5801,False
5802,False
5803,False
5804,False
5805,False
5806,False
5807,False
5808,False
5809,False
5810,False
5811,False
5812,False
5813,True
5814,True
5815,True
5816,True
5817,True
5818,True
5819,False
5820,False
5821,False
5822,False
5823,True
5824,True
5825,True
5826,True
5827,True
5828,True
5829,False
5830,False
5831,False
5832,False
5833,False
5834,False
5835,False
5836,False
5837,False
5838,False
5839,False
5840,False
5841,False
5842,False
5843,False
5844,False
5845,False
5846,False
5847,False
5848,False
5849,False
5850,False
5851,False
5852,False
5853,False
5854,False
5855,False
5856,False
5857,False
5858,False
5859,False
5860,False
5861,False
5862,False
5863,False
5864,False
5865,True
5866,True
5867,True
5868,True
5869,True
5870,True
5871,True
5872,True
5873,True
5874,True
5875,True
5876,True
5877,True
5878,True
5879,True
5880,True
5881,True
5882,True
5883,True
5884,True
5885,True
5886,False
5887,False
5888,False
5889,False
5890,False
5891,False
5892,False
5893,False
5894,False
5895,False
5896,False
5897,False
5898,False
5899,False
5900,False
5901,False
5902,False
5903,True
5904,True
5905,True
5906,True
5907,True
5908,True
5909,True
5910,True
5911,True
5912,True
5913,True
5914,True
5915,True
5916,False
5917,False
5918,False
5919,False
5920,False
5921,False
5922,False
5923,False
5924,False
5925,False
5926,False
5927,False
5928,False
5929,True
5930,True
5931,True
5932,True
5933,True
5934,True
5935,True
5936,True
5937,True
5938,True
5939,True
5940,True
5941,True
5942,True
5943,False
5944,False
5945,False
5946,False
5947,False
5948,False
5949,False
5950,False
5951,False
5952,False
5953,False
5954,False
5955,False
5956,False
5957,False
5958,False
5959,False
5960,False
5961,False
5962,False
5963,False
5964,False
5965,False
5966,False
5967,False
5968,False
5969,False
5970,False
5971,False
5972,False
5973,False
5974,False
5975,False
5976,False
5977,False
5978,False
5979,False
5980,False
5981,False
5982,False
5983,False
5984,False
5985,False
5986,False
5987,False
5988,False
5989,False
5990,False
5991,False
5992,False
5993,False
5994,False
5995,False
5996,False
5997,False
5998,False
5999,False
6000,False
6001,False
6002,False
6003,False
6004,False
6005,False
6006,False
6007,False
6008,False
6009,False
6010,False
6011,False
6012,False
6013,False
6014,False
6015,True
6016,True
6017,True
6018,True
6019,False
6020,False
6021,False
6022,False
6023,False
6024,False
6025,False
6026,False
6027,False
6028,False
6029,False
6030,False
6031,False
6032,False
6033,False
6034,False
6035,False
6036,False
6037,False
6038,False
6039,False
6040,False
6041,False
6042,False
6043,False
6044,False
6045,False
6046,False
6047,False
6048,False
6049,False
6050,False
6051,False
6052,False
6053,False
6054,False
6055,False
6056,False
6057,False
6058,False
6059,False
6060,False
6061,False
6062,False
6063,False
6064,False
6065,False
6066,False
6067,False
6068,False
6069,False
6070,False
6071,False
6072,False
6073,False
6074,False
6075,False
6076,False
6077,False
6078,False
6079,False
6080,False
6081,False
6082,False
6083,False
6084,False
6085,True
6086,True
6087,True
6088,True
6089,True
6090,True
6091,False
6092,False
6093,False
6094,False
6095,False
6096,True
6097,True
6098,True
6099,True
6100,True
6101,True
6102,False
6103,False
6104,False
6105,False
6106,False
6107,False
6108,False
6109,False
6110,False
6111,False
6112,False
6113,False
6114,False
6115,False
6116,False
6117,False
6118,False
6119,False
6120,False
6121,False
6122,False
6123,False
6124,False
6125,False
6126,False
6127,False
6128,False
6129,False
6130,False
6131,False
6132,False
6133,True
6134,True
6135,True
6136,True
6137,True
6138,True
6139,False
6140,False
6141,False
6142,False
6143,True
6144,False
6145,False
6146,False
6147,False
6148,False
6149,False
6150,False
6151,False
6152,False
6153,False
6154,False
6155,False
6156,False
6157,False
6158,False
6159,False
6160,False
6161,False
6162,False
6163,False
6164,False
6165,False
6166,False
6167,True
6168,True
6169,True
6170,True
6171,True
6172,True
6173,True
6174,False
6175,False
6176,False
6177,False
6178,False
6179,False
6180,False
6181,False
6182,False
6183,False
6184,False
6185,False
6186,False
6187,False
6188,False
6189,False
6190,True
6191,True
6192,True
6193,True
6194,True
6195,True
6196,False
6197,False
6198,False
6199,True
6200,True
6201,True
6202,True
6203,True
6204,True
6205,True
6206,True
6207,False
6208,False
6209,False
6210,False
6211,False
6212,False
6213,False
6214,False
6215,False
6216,False
6217,False
6218,False
6219,False
6220,True
6221,True
6222,True
6223,True
6224,True
6225,True
6226,True
6227,True
6228,True
6229,True
6230,True
6231,True
6232,True
6233,True
6234,True
6235,False
6236,False
6237,False
6238,False
6239,False
6240,False
6241,False
6242,False
6243,False
6244,False
6245,False
6246,False
6247,False
6248,False
6249,True
6250,True
6251,True
6252,True
6253,True
6254,True
6255,False
6256,False
6257,False
6258,False
6259,False
6260,False
6261,False
6262,False
6263,False
6264,False
6265,False
6266,False
6267,False
6268,False
6269,False
6270,False
6271,False
6272,False
6273,False
6274,False
6275,False
6276,False
6277,False
6278,False
6279,False
6280,False
6281,False
6282,False
6283,False
6284,False
6285,False
6286,False
6287,False
6288,False
6289,False
6290,False
6291,False
6292,False
6293,False
6294,False
6295,False
6296,False
6297,False
6298,False
6299,False
6300,False
6301,False
6302,False
6303,False
6304,False
6305,False
6306,False
6307,False
6308,False
6309,False
6310,False
6311,False
6312,False
6313,False
6314,False
6315,False
6316,False
6317,False
6318,False
6319,False
6320,False
6321,False
6322,False
6323,False
6324,False
6325,False
6326,False
6327,False
6328,False
6329,False
6330,False
6331,False
6332,False
6333,False
6334,False
6335,False
6336,False
6337,False
6338,False
6339,False
6340,False
6341,False
6342,False
6343,False
6344,False
6345,True
6346,True
6347,True
6348,True
6349,True
6350,True
6351,False
6352,False
6353,False
6354,False
6355,False
6356,False
6357,False
6358,False
6359,False
6360,False
6361,False
6362,False
6363,False
6364,False
6365,False
6366,False
6367,False
6368,False
6369,False
6370,False
6371,False
6372,True
6373,True
6374,True
6375,True
6376,True
6377,True
6378,True
6379,True
6380,True
6381,False
6382,False
6383,False
6384,False
6385,False
6386,False
6387,False
6388,False
6389,False
6390,True
6391,True
6392,True
6393,True
6394,True
6395,True
6396,True
6397,True
6398,True
6399,True
6400,False
6401,False
6402,False
6403,True
6404,True
6405,True
6406,True
6407,True
6408,True
6409,True
6410,True
6411,True
6412,False
6413,False
6414,True
6415,True
6416,True
6417,True
6418,True
6419,False
6420,False
6421,False
6422,False
6423,False
6424,False
6425,False
6426,False
6427,False
6428,False
6429,False
6430,False
6431,False
6432,True
6433,True
6434,True
6435,True
6436,True
6437,True
6438,True
6439,True
6440,True
6441,True
6442,True
6443,False
6444,False
6445,False
6446,False
6447,False
6448,True
6449,True
6450,True
6451,True
6452,True
6453,True
6454,True
6455,True
6456,True
6457,True
6458,True
6459,False
6460,False
6461,False
6462,False
6463,False
6464,False
6465,False
6466,False
6467,True
6468,True
6469,True
6470,True
6471,True
6472,True
6473,True
6474,True
6475,True
6476,True
6477,True
6478,True
6479,False
6480,False
6481,False
6482,False
6483,False
6484,False
6485,False
6486,False
6487,False
6488,False
6489,False
6490,False
6491,False
6492,False
6493,False
6494,False
6495,False
6496,False
6497,False
6498,False
6499,False
6500,False
6501,False
6502,False
6503,False
6504,False
6505,False
6506,False
6507,False
6508,True
6509,True
6510,True
6511,True
6512,True
6513,True
6514,True
6515,True
6516,True
6517,True
6518,False
6519,False
6520,False
6521,False
6522,False
6523,False
6524,False
6525,False
6526,False
6527,False
6528,False
6529,False
6530,False
6531,False
6532,False
6533,False
6534,False
6535,False
6536,True
6537,True
6538,True
6539,True
6540,True
6541,True
6542,True
6543,True
6544,False
6545,False
6546,False
6547,False
6548,False
6549,False
6550,False
6551,False
6552,False
6553,False
6554,False
6555,True
6556,True
6557,True
6558,True
6559,True
6560,True
6561,False
6562,False
6563,False
6564,False
6565,False
6566,False
6567,False
6568,False
6569,False
6570,False
6571,False
6572,False
6573,False
6574,False
6575,False
6576,False
6577,False
6578,False
6579,False
6580,False
6581,False
6582,False
6583,False
6584,False
6585,False
6586,False
6587,False
6588,False
6589,False
6590,False
6591,False
6592,False
6593,False
6594,False
6595,False
6596,False
6597,False
6598,False
6599,False
6600,False
6601,False
6602,False
6603,False
6604,False
6605,False
6606,False
6607,False
6608,False
6609,True
6610,True
6611,True
6612,True
6613,True
6614,False
6615,False
6616,False
6617,False
6618,False
6619,False
6620,False
6621,False
6622,True
6623,True
6624,True
6625,True
6626,True
6627,True
6628,True
6629,True
6630,True
6631,True
6632,False
6633,False
6634,False
6635,False
6636,False
6637,False
6638,False
6639,False
6640,True
6641,True
6642,True
6643,False
6644,False
6645,False
6646,False
6647,False
6648,False
6649,False
6650,False
6651,False
6652,False
6653,False
6654,False
6655,False
6656,False
6657,False
6658,False
6659,False
6660,False
6661,False
6662,False
6663,False
6664,False
6665,False
6666,True
6667,True
6668,True
6669,True
6670,True
6671,True
6672,True
6673,True
6674,True
6675,True
6676,True
6677,True
6678,False
6679,False
6680,False
6681,False
6682,False
6683,False
6684,False
6685,False
6686,False
6687,True
6688,True
6689,True
6690,True
6691,True
6692,True
6693,True
6694,True
6695,False
6696,False
6697,False
6698,False
6699,False
6700,False
6701,True
6702,True
6703,True
6704,True
6705,True
6706,False
6707,False
6708,True
6709,True
6710,False
6711,False
6712,False
6713,False
6714,False
6715,False
6716,False
6717,False
6718,False
6719,False
6720,False
6721,False
6722,False
6723,False
6724,False
6725,False
6726,False
6727,False
6728,False
6729,False
6730,True
6731,True
6732,True
6733,True
6734,True
6735,True
6736,False
6737,False
6738,False
6739,False
6740,False
6741,False
6742,False
6743,False
6744,False
6745,True
6746,True
6747,True
6748,True
6749,True
6750,False
6751,False
6752,False
6753,False
6754,False
6755,False
6756,False
6757,False
6758,False
6759,True
6760,True
6761,True
6762,True
6763,True
6764,True
6765,True
6766,True
6767,True
6768,False
6769,False
6770,False
6771,False
6772,False
6773,True
6774,True
6775,True
6776,True
6777,True
6778,True
6779,True
6780,True
6781,True
6782,True
6783,True
6784,True
6785,True
6786,True
6787,True
6788,False
6789,False
6790,False
6791,False
6792,False
6793,False
6794,False
6795,False
6796,False
6797,False
6798,False
6799,False
6800,False
6801,False
6802,False
6803,False
6804,False
6805,False
6806,False
6807,False
6808,False
6809,False
6810,False
6811,False
6812,False
6813,False
6814,False
6815,False
6816,False
6817,False
6818,False
6819,False
6820,False
6821,False
6822,False
6823,True
6824,True
6825,True
6826,True
6827,True
6828,False
6829,False
6830,False
6831,False
6832,False
6833,False
6834,False
6835,False
6836,False
6837,False
6838,False
6839,False
6840,False
6841,False
6842,False
6843,False
6844,False
6845,False
6846,False
6847,False
6848,False
6849,False
6850,False
6851,False
6852,False
6853,False
6854,False
6855,True
6856,True
6857,True
6858,False
6859,False
6860,False
6861,False
6862,False
6863,False
6864,False
6865,False
6866,False
6867,False
6868,False
6869,False
6870,False
6871,False
6872,False
6873,False
6874,False
6875,False
6876,False
6877,False
6878,False
6879,False
6880,True
6881,True
6882,True
6883,True
6884,True
6885,True
6886,True
6887,True
6888,True
6889,True
6890,True
6891,True
6892,True
6893,True
6894,True
6895,False
6896,False
6897,False
6898,False
6899,False
6900,False
6901,False
6902,False
6903,False
6904,False
6905,False
6906,False
6907,False
6908,False
6909,False
6910,False
6911,True
6912,True
6913,True
6914,True
6915,True
6916,True
6917,False
6918,False
6919,False
6920,False
6921,False
6922,False
6923,False
6924,False
6925,False
6926,False
6927,False
6928,False
6929,False
6930,False
6931,False
6932,False
6933,False
6934,False
6935,False
6936,False
6937,False
6938,False
6939,False
6940,False
6941,False
6942,False
6943,False
6944,False
6945,False
6946,False
6947,False
6948,False
6949,False
6950,False
6951,False
6952,False
6953,False
6954,False
6955,False
6956,False
6957,False
6958,False
6959,False
6960,False
6961,False
6962,False
6963,False
6964,False
6965,False
6966,False
6967,False
6968,False
6969,True
6970,True
6971,True
6972,True
6973,True
6974,False
6975,False
6976,False
6977,False
6978,False
6979,False
6980,False
6981,False
6982,False
6983,False
6984,False
6985,False
6986,False
6987,True
6988,True
6989,True
6990,True
6991,True
6992,True
6993,False
6994,False
6995,False
6996,False
6997,False
6998,False
6999,False
7000,False
7001,False
7002,False
7003,False
7004,False
7005,False
7006,False
7007,False
7008,False
7009,False
7010,False
7011,False
7012,False
7013,False
7014,False
7015,False
7016,False
7017,False
7018,False
7019,False
7020,False
7021,False
7022,False
7023,False
7024,False
7025,False
7026,False
7027,False
7028,False
7029,False
7030,False
7031,False
7032,False
7033,False
7034,False
7035,False
7036,False
7037,False
7038,False
7039,False
7040,False
7041,False
7042,False
7043,False
7044,False
7045,False
7046,False
7047,False
7048,False
7049,False
7050,True
7051,True
7052,True
7053,True
7054,False
7055,False
7056,False
7057,True
7058,True
7059,True
7060,True
7061,True
7062,True
7063,True
7064,True
7065,True
7066,False
7067,False
7068,False
7069,False
7070,True
7071,True
7072,False
7073,False
7074,False
7075,False
7076,False
7077,False
7078,False
7079,False
7080,False
7081,False
7082,False
7083,False
7084,False
7085,False
7086,False
7087,False
7088,False
7089,False
7090,False
7091,False
7092,False
7093,False
7094,False
7095,False
7096,False
7097,False
7098,False
7099,False
7100,True
7101,True
7102,True
7103,True
7104,True
7105,True
7106,False
7107,False
7108,True
7109,True
7110,True
7111,True
7112,True
7113,False
7114,False
7115,False
7116,False
7117,False
7118,False
7119,False
7120,False
7121,False
7122,False
7123,False
7124,False
7125,False
7126,False
7127,False
7128,False
7129,False
7130,False
7131,False
7132,False
7133,False
7134,False
7135,False
7136,False
7137,False
7138,False
7139,False
7140,False
7141,False
7142,False
7143,False
7144,False
7145,False
7146,False
7147,False
7148,False
7149,False
7150,False
7151,False
7152,False
7153,False
7154,False
7155,False
7156,False
7157,False
7158,False
7159,True
7160,True
7161,True
7162,True
7163,True
7164,False
7165,False
7166,False
7167,False
7168,False
7169,True
7170,True
7171,True
7172,True
7173,True
7174,True
7175,True
7176,True
7177,False
7178,False
7179,False
7180,False
7181,False
7182,True
7183,True
7184,True
7185,True
7186,False
7187,False
7188,False
7189,False
7190,False
7191,False
7192,False
7193,False
7194,False
7195,False
7196,False
7197,False
7198,True
7199,True
7200,True
7201,True
7202,True
7203,True
7204,True
7205,True
7206,True
7207,True
7208,False
7209,False
7210,False
7211,False
7212,False
7213,False
7214,False
7215,False
7216,False
7217,False
7218,False
7219,False
7220,False
7221,False
7222,False
7223,False
7224,False
7225,False
7226,False
7227,False
7228,False
7229,False
7230,False
7231,False
7232,False
7233,True
7234,True
7235,False
7236,False
7237,False
7238,False
7239,False
7240,False
7241,False
7242,False
7243,False
7244,False
7245,False
7246,False
7247,False
7248,False
7249,False
7250,False
7251,False
7252,False
7253,False
7254,False
7255,False
7256,False
7257,False
7258,False
7259,False
7260,False
7261,False
7262,False
7263,False
7264,False
7265,False
7266,False
7267,False
7268,False
7269,False
7270,False
7271,True
7272,True
7273,True
7274,True
7275,True
7276,True
7277,True
7278,True
7279,True
7280,True
7281,True
7282,True
7283,False
7284,False
7285,False
7286,False
7287,False
7288,False
7289,False
7290,False
7291,False
7292,False
7293,False
7294,False
7295,False
7296,False
7297,False
7298,False
7299,False
7300,False
7301,False
7302,False
7303,False
7304,False
7305,False
7306,True
7307,True
7308,True
7309,True
7310,True
7311,True
7312,True
7313,True
7314,True
7315,False
7316,False
7317,False
7318,False
7319,False
7320,False
7321,False
7322,False
7323,False
7324,False
7325,False
7326,False
7327,False
7328,False
7329,False
7330,False
7331,False
7332,False
7333,False
7334,False
7335,False
7336,False
7337,False
7338,False
7339,False
7340,False
7341,False
7342,False
7343,False
7344,False
7345,False
7346,False
7347,False
7348,False
7349,False
7350,False
7351,False
7352,True
7353,True
7354,True
7355,True
7356,True
7357,False
7358,False
7359,False
7360,False
7361,False
7362,False
7363,False
7364,False
7365,False
7366,False
7367,False
7368,False
7369,False
7370,False
7371,False
7372,False
7373,False
7374,False
7375,False
7376,False
7377,False
7378,False
7379,False
7380,False
7381,False
7382,False
7383,False
7384,False
7385,False
7386,False
7387,False
7388,False
7389,False
7390,False
7391,False
7392,False
7393,False
7394,False
7395,False
7396,False
7397,False
7398,True
7399,True
7400,True
7401,True
7402,False
7403,False
7404,False
7405,False
7406,False
7407,False
7408,True
7409,True
7410,True
7411,True
7412,True
7413,True
7414,True
7415,False
7416,False
7417,False
7418,False
7419,False
7420,False
7421,False
7422,False
7423,False
7424,False
7425,False
7426,False
7427,False
7428,False
7429,False
7430,False
7431,False
7432,False
7433,False
7434,False
7435,False
7436,False
7437,False
7438,False
7439,False
7440,False
7441,False
7442,False
7443,False
7444,False
7445,False
7446,False
7447,False
7448,False
7449,False
7450,False
7451,False
7452,False
7453,False
7454,False
7455,False
7456,False
7457,False
7458,False
7459,False
7460,False
7461,False
7462,False
7463,False
7464,False
7465,False
7466,False
7467,False
7468,False
7469,False
7470,False
7471,False
7472,False
7473,False
7474,False
7475,False
7476,False
7477,False
7478,False
7479,False
7480,False
7481,False
7482,False
7483,False
7484,False
7485,False
7486,True
7487,True
7488,True
7489,True
7490,True
7491,True
7492,False
7493,False
7494,False
7495,False
7496,False
7497,False
7498,False
7499,False
7500,False
7501,False
7502,False
7503,False
7504,False
7505,False
7506,False
7507,False
7508,False
7509,False
7510,False
7511,False
7512,False
7513,False
7514,False
7515,False
7516,False
7517,False
7518,False
7519,False
7520,False
7521,False
7522,False
7523,False
7524,False
7525,False
7526,False
7527,False
7528,True
7529,True
7530,True
7531,True
7532,True
7533,False
7534,False
7535,False
7536,False
7537,False
7538,False
7539,False
7540,False
7541,False
7542,False
7543,False
7544,False
7545,False
7546,False
7547,False
7548,False
7549,False
7550,False
7551,False
7552,False
7553,False
7554,False
7555,False
7556,False
7557,False
7558,False
7559,False
7560,True
7561,True
7562,True
